consist,loc,pop,r_w,delay,delay_var,loss,dupl,corrupt,reorder,op,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p99_9
lat,0.5,uni,2:1,300,60,0,0,0,0,get,0.002004,0.0020193,0.0020346,0.0020499,0.0020651999999999997,0.0020805,0.0020958,0.0021111999999999997,0.0021265,0.0021418,0.0021571,0.0021724,0.0021877,0.002203,0.0022184,0.0022337,0.002249,0.0022584000000000003,0.0022674,0.0022765,0.0022855,0.0022945,0.0023035,0.0023125,0.0023215,0.0023306,0.0023396,0.0023485999999999997,0.0023576,0.0023666,0.0023756,0.0023847,0.0023937,0.0024027,0.0024116999999999997,0.0024207,0.0024297,0.0024388,0.0024478,0.0024568000000000003,0.0024658,0.0024748,0.0024839000000000003,0.0024929,0.0025138,0.0025795,0.0026453,0.002711,0.0028482,0.0033142,0.1648325,0.201395,0.2266995,0.24473879999999998,0.2593016,0.27231,0.28335340000000003,0.29275870000000004,0.3031103,0.31251670000000004,0.32209390000000004,0.3301593,0.3376382,0.3451754,0.3516475,0.359239,0.3652617,0.371511,0.37858179999999997,0.3854183,0.3924703,0.39920690000000003,0.4060816,0.4129414,0.4192188,0.426595,0.4338722,0.44115940000000003,0.44852040000000004,0.456475,0.4640115,0.4722286,0.4808611,0.48949,0.4993979,0.509569,0.5191146,0.5297509,0.5423696,0.5568917,0.5730221,0.5917233000000001,0.6180238,0.650835,0.6911062,0.761835,0.8783775,1.056195,1.3360142,2.0451293
lat,0.5,uni,2:1,300,60,0,0,0,0,upd,0.0025858,0.0026794,0.0027679000000000002,0.0028409,0.0029138000000000002,0.0029868000000000004,0.0030148,0.0030329000000000003,0.003051,0.0030691,0.0030872,0.0031053,0.0031234,0.0031414,0.0031595,0.0031776,0.0031956999999999997,0.0032138,0.0032319000000000002,0.00325,0.0032611999999999997,0.0032725,0.0032838000000000003,0.003295,0.0033063000000000003,0.0033175,0.0033288000000000002,0.0033401,0.0033513,0.0033626,0.0033738,0.0033851,0.0033964,0.0034075999999999998,0.0034189,0.0034300999999999997,0.0034414000000000003,0.0034527,0.0034639000000000002,0.0034752,0.0034864,0.0034977,0.0035386999999999997,0.0035874,0.003636,0.0036847,0.0037334,0.0038786999999999997,0.0041456,0.2956875,0.3367165,0.359135,0.3749495,0.3891138,0.40061040000000003,0.4104367,0.4195129,0.4277962,0.43604040000000005,0.4431333,0.44945440000000003,0.45619709999999997,0.4626727,0.46934359999999997,0.475067,0.4818496,0.4876935,0.4939675,0.49950520000000004,0.5044472,0.5107478,0.5163723,0.5216952,0.5274506,0.5332406,0.5400433,0.5468721999999999,0.5540544000000001,0.5618143000000001,0.5687167,0.5761868,0.584395,0.5925602,0.6018114,0.6117339,0.6212975,0.6324105,0.644352,0.6569935,0.6716417,0.6903775,0.71087,0.7336825,0.7643775,0.8013208,0.85264,0.9541275,1.102335,1.3780425,2.1058793
ev2,0.9,uni,2:1,100,60,0,0,0,0,get,0.0019285,0.0020062,0.0020166,0.002027,0.0020374,0.0020478,0.0020581999999999996,0.0020686,0.002079,0.0020894,0.0020998,0.0021102,0.0021206,0.002131,0.0021414,0.0021517,0.0021620999999999997,0.0021725,0.0021829,0.0021933,0.0022037,0.0022141,0.0022245,0.0022349,0.0022453,0.0022527,0.0022578000000000003,0.0022628,0.0022678000000000004,0.0022728,0.0022778000000000004,0.0022829,0.0022879000000000003,0.0022929,0.0022979000000000003,0.0023029,0.0023079,0.002313,0.002318,0.002323,0.002328,0.002333,0.0023381,0.0023431,0.0023481,0.0023531,0.0023580999999999997,0.0023631,0.0023682,0.0023732,0.0023782,0.0023832,0.0023881999999999996,0.0023933,0.0023983000000000003,0.0024033,0.0024083000000000004,0.0024133,0.0024183000000000004,0.0024234,0.0024284000000000003,0.0024334,0.0024384000000000003,0.0024434,0.0024485,0.0024535,0.0024585,0.0024635,0.0024685,0.0024735,0.0024786,0.0024836,0.0024886,0.0024936,0.0024985999999999997,0.0025112,0.0025266999999999998,0.0025421,0.0025575999999999997,0.002573,0.0025884000000000002,0.0026039,0.0026193,0.0026347,0.0026501999999999997,0.0026655999999999997,0.0026811,0.0026965,0.0027119,0.0027274,0.0027428,0.0027749000000000003,0.0028214,0.002868,0.0029146,0.0029611999999999998,0.0030218000000000003,0.0031525999999999998,0.0033303,0.0041288
ev2,0.9,uni,2:1,100,60,0,0,0,0,upd,0.0025957,0.002697,0.0027721,0.0028184,0.0028647,0.0029111,0.0029574000000000002,0.003005,0.0030672,0.0031294,0.0031915999999999997,0.0032514,0.0032744000000000002,0.0032975,0.0033205,0.0033435,0.0033665,0.0033895,0.0034125,0.0034355,0.0034585,0.0034816,0.0035039,0.0035234,0.0035429000000000003,0.0035625,0.003582,0.0036015,0.0036211,0.0036406,0.0036601,0.0036796999999999997,0.0036991999999999997,0.0037186999999999997,0.0037383000000000004,0.0037639,0.0037986,0.0038333,0.0038680999999999998,0.0039028,0.0039375,0.0039721999999999995,0.0040132,0.0040791,0.004145,0.0042109,0.004305,0.0044405,0.004662899999999999,0.06275,0.0905138,0.10019539999999999,0.10634869999999999,0.1112484,0.115267,0.118865,0.1221426,0.12515980000000002,0.1279061,0.1305966,0.13315939999999998,0.1355106,0.13776839999999999,0.1398968,0.142202,0.1443576,0.1463924,0.1484621,0.1505116,0.1525562,0.15473,0.1567687,0.1588744,0.160962,0.16315829999999998,0.16534110000000002,0.167572,0.1698687,0.17218570000000002,0.17462670000000002,0.1772109,0.17964629999999998,0.1821749,0.1848533,0.18776079999999998,0.1908005,0.1940106,0.1976032,0.2016123,0.205767,0.2108064,0.216404,0.22307860000000002,0.2312356,0.2406489,0.2547244,0.2778755,0.3182233,0.408585,0.5993835
ev2,0.5,uni,2:1,200,60,0,0,0,0,get,0.0018781,0.0020004000000000003,0.0020082,0.0020159,0.0020237000000000002,0.0020315,0.0020392,0.002047,0.0020547,0.0020625,0.0020703,0.002078,0.0020858,0.0020935,0.0021013000000000004,0.002109,0.0021168000000000003,0.0021246,0.0021323,0.0021401,0.0021478,0.0021555999999999997,0.0021634000000000002,0.0021711,0.0021789,0.0021866,0.0021944,0.0022021,0.0022099,0.0022177,0.0022254,0.0022332,0.0022409,0.0022486999999999997,0.0022540999999999998,0.0022591,0.0022641,0.0022691,0.0022741,0.0022791,0.0022841,0.0022891,0.0022941,0.0022991,0.0023041,0.002309,0.002314,0.002319,0.002324,0.002329,0.002334,0.002339,0.002344,0.002349,0.002354,0.0023589,0.0023639,0.0023689,0.0023739,0.0023789,0.0023839,0.0023889000000000002,0.0023939,0.0023989000000000003,0.0024039,0.0024088,0.0024138000000000002,0.0024188,0.0024238000000000003,0.0024288,0.0024338000000000003,0.0024388,0.0024438000000000003,0.0024488,0.0024538000000000003,0.0024587,0.0024636999999999997,0.0024687,0.0024736999999999997,0.0024787,0.0024836999999999997,0.0024887,0.0024936999999999997,0.0024987,0.0025185,0.0025437,0.0025689000000000003,0.0025941999999999996,0.0026194,0.0026446,0.0026698000000000004,0.002695,0.0027202,0.0027455,0.0028073,0.0028772,0.0029471,0.0030441,0.0032255,0.0040672
ev2,0.5,uni,2:1,200,60,0,0,0,0,upd,0.0025616999999999997,0.0026316,0.0027015,0.0027639,0.0028090999999999997,0.0028543,0.0028995,0.0029446999999999997,0.0029899,0.0030415,0.0030951,0.0031487,0.0032021999999999997,0.0032518,0.003268,0.0032843,0.0033006,0.0033169000000000002,0.0033331,0.0033494,0.0033656999999999997,0.003382,0.0033983000000000004,0.0034145,0.0034308000000000003,0.0034471,0.0034634,0.0034796,0.0034959,0.0035161999999999997,0.0035377,0.0035593,0.0035808000000000003,0.0036024,0.0036239,0.0036455,0.0036671,0.0036885999999999998,0.0037102,0.0037316999999999997,0.003758,0.0038109,0.0038637,0.0039165,0.0039693,0.0040438,0.0041484,0.004256,0.0044656,0.0054828,0.196233,0.215833,0.2288995,0.2398624,0.2485288,0.256912,0.2634073,0.2702247,0.2759995,0.2820048,0.2873328,0.292709,0.2976602,0.3028281,0.307534,0.3123865,0.3172127,0.3221728,0.3268636,0.3321157,0.3368388,0.3418715,0.3469233,0.3524503,0.3576763,0.3633092,0.3687571,0.3751678,0.381787,0.38924709999999996,0.396536,0.40464259999999996,0.41372970000000003,0.4230744,0.4335228,0.4448492,0.45799029999999996,0.4731683,0.4903479,0.5101222,0.5351894,0.5631686,0.6003988,0.652802,0.7133917,0.7860983,0.8892525,1.02517,1.228085,1.7072335
ev2,0.5,uni,2:1,100,60,0,0,0,0,get,0.0019031,0.0020037,0.0020138,0.002024,0.0020341,0.0020442,0.0020543000000000002,0.0020644,0.0020745,0.0020846,0.0020946999999999997,0.0021048,0.002115,0.0021251,0.0021352,0.0021453,0.0021554,0.0021655,0.0021755999999999998,0.0021856999999999996,0.0021959,0.002206,0.0022161,0.0022262,0.0022363,0.0022464,0.0022533,0.0022584000000000003,0.0022634,0.0022685,0.0022735999999999998,0.0022787,0.0022838000000000003,0.0022889,0.002294,0.002299,0.0023041,0.0023092,0.0023143,0.0023194,0.0023245,0.0023295,0.0023346,0.0023396999999999997,0.0023448,0.0023499000000000003,0.002355,0.0023601,0.0023650999999999998,0.0023702,0.0023753000000000003,0.0023804,0.0023855,0.0023906,0.0023956999999999997,0.0024007,0.0024058,0.0024109,0.002416,0.0024211,0.0024262,0.0024311999999999997,0.0024363,0.0024414000000000003,0.0024465,0.0024516,0.0024567,0.0024618,0.0024668000000000003,0.0024719,0.002477,0.0024821,0.0024871999999999997,0.0024923000000000002,0.0024973,0.0025075,0.0025231,0.0025386999999999996,0.0025544,0.00257,0.0025857,0.0026013,0.0026169,0.0026325999999999997,0.0026482,0.0026638,0.0026795,0.0026950999999999998,0.0027108,0.0027264,0.002742,0.0027732,0.0028206,0.002868,0.0029154000000000003,0.0029628000000000002,0.0030273,0.0031551,0.0033328000000000003,0.0041485
ev2,0.5,uni,2:1,100,60,0,0,0,0,upd,0.0026008000000000003,0.0027063,0.0027779000000000002,0.0028253,0.0028728,0.0029203000000000002,0.0029678,0.0030193000000000004,0.003079,0.0031388,0.0031986,0.0032532,0.003276,0.0032988,0.0033216,0.0033444,0.0033672,0.00339,0.0034128,0.0034356,0.0034584,0.0034813,0.0035035,0.003523,0.0035425,0.003562,0.0035814,0.0036009,0.0036204,0.0036399,0.0036594,0.0036789,0.0036984,0.0037179,0.0037374,0.0037623,0.003797,0.0038318000000000002,0.0038666,0.0039013000000000003,0.0039361,0.0039708,0.0040108,0.0040778,0.004144800000000001,0.0042118,0.0043086999999999995,0.0044456,0.0046841,0.0620417,0.0902984,0.09994339999999999,0.1064994,0.1116478,0.11568089999999999,0.1193075,0.1226442,0.1254674,0.128272,0.1310188,0.13352879999999998,0.1359734,0.1382135,0.1403634,0.14241420000000002,0.1445203,0.1467234,0.148787,0.1509259,0.1530335,0.1550939,0.157281,0.15937420000000002,0.1613633,0.16348010000000002,0.1656093,0.167911,0.1701759,0.1725865,0.17491879999999999,0.1773806,0.18007120000000001,0.1826645,0.1854336,0.1886098,0.1917261,0.1951368,0.198861,0.2030229,0.2074883,0.21265579999999998,0.218626,0.2254559,0.2343907,0.24564370000000002,0.26117,0.2842072,0.32903940000000004,0.4056842,0.6184552
lat,0.5,uni,2:1,0,60,0,0,0,0,get,0.0020844,0.0021796999999999997,0.0022540999999999998,0.0022695,0.002285,0.0023004,0.0023159,0.0023314,0.0023468,0.0023623000000000003,0.0023777,0.0023932,0.0024086999999999997,0.0024240999999999998,0.0024396,0.002455,0.0024705,0.002486,0.0025006,0.0025069000000000003,0.0025131999999999997,0.0025195,0.0025259,0.0025321999999999996,0.0025385,0.0025448000000000003,0.0025510999999999997,0.0025575,0.0025638,0.0025701,0.0025764,0.0025827,0.0025891,0.0025954,0.0026016999999999998,0.002608,0.0026144000000000002,0.0026206999999999997,0.002627,0.0026333000000000003,0.0026395999999999998,0.002646,0.0026523000000000002,0.0026586,0.0026649,0.0026712,0.0026776,0.0026839,0.0026902,0.0026965,0.0027028,0.0027091999999999997,0.0027155,0.0027218000000000003,0.0027281,0.0027344,0.0027408000000000003,0.0027470999999999997,0.0027553,0.0027651999999999998,0.0027751,0.002785,0.0027949,0.0028048,0.0028147,0.0028246,0.0028345,0.0028444,0.0028543,0.0028642,0.0028741,0.002884,0.0028939,0.0029038000000000002,0.0029137,0.0029235999999999997,0.0029335,0.0029434,0.0029533000000000003,0.0029631999999999996,0.0029731,0.002983,0.0029929,0.0030073,0.0030335,0.0030597,0.0030859,0.003112,0.0031382,0.0031644,0.0031906,0.0032168,0.0032429,0.0032918,0.0033491,0.0034063,0.0034636,0.0035629,0.0037357,0.0048818
lat,0.5,uni,2:1,0,60,0,0,0,0,upd,0.0027741999999999997,0.0028673,0.0029603000000000003,0.0030571,0.0031566,0.0032519000000000003,0.0032833000000000003,0.0033147,0.003346,0.0033774,0.0034088,0.0034400999999999998,0.0034715,0.0035009,0.0035111,0.0035213,0.0035314,0.0035415999999999998,0.0035518000000000004,0.0035619000000000002,0.0035721,0.0035823,0.0035924,0.0036026,0.0036128,0.0036229,0.0036331,0.0036433000000000004,0.0036535,0.0036636,0.0036738,0.003684,0.0036941,0.0037043,0.0037145,0.0037246,0.0037348000000000004,0.003745,0.0037546,0.0037638000000000003,0.0037729,0.0037821,0.0037911999999999998,0.0038004000000000002,0.0038095,0.0038187,0.0038278,0.003837,0.0038461,0.0038553000000000003,0.0038644,0.0038735,0.0038826999999999998,0.0038918000000000004,0.003901,0.0039101,0.0039193000000000006,0.0039284,0.0039376,0.0039467,0.0039559,0.003965,0.0039742,0.0039833,0.0039925,0.0040025,0.0040168,0.0040311,0.0040453,0.0040596,0.0040739,0.0040881,0.0041024,0.004116600000000001,0.0041309,0.0041452,0.0041594,0.0041737,0.004188,0.0042022,0.0042165,0.0042308,0.004245,0.0042677,0.004295,0.0043223,0.0043495,0.0043768,0.0044041,0.0044313,0.0044586,0.004485899999999999,0.0045279,0.0045858,0.0046437,0.0047016,0.0047723999999999996,0.0049096,0.0051086000000000005,0.0057065
lat,0.9,uni,2:1,300,60,0,0,0,0,get,0.0018575999999999998,0.0019654,0.0020051,0.0020126,0.00202,0.0020275,0.002035,0.0020425,0.00205,0.0020574,0.0020649,0.0020724000000000003,0.0020799,0.0020874,0.0020948000000000004,0.0021023,0.0021098000000000002,0.0021173000000000003,0.0021248,0.0021323,0.0021397,0.0021471999999999997,0.0021547,0.0021622,0.0021696999999999997,0.0021771,0.0021846,0.0021920999999999998,0.0021996,0.0022071,0.0022145,0.002222,0.0022295,0.002237,0.0022445,0.0022515,0.0022575,0.0022634,0.0022693,0.0022752,0.0022811,0.002287,0.0022929,0.0022988,0.0023048,0.0023106999999999997,0.0023166,0.0023225,0.0023284,0.0023343,0.0023401999999999997,0.0023461,0.0023520999999999998,0.002358,0.0023639,0.0023698,0.0023756999999999997,0.0023815999999999998,0.0023875,0.0023934,0.0023993,0.0024053,0.0024111999999999996,0.0024170999999999997,0.002423,0.0024289,0.0024348,0.0024406999999999996,0.0024465999999999997,0.0024526,0.0024585,0.0024644000000000003,0.0024703000000000004,0.0024762,0.0024821,0.002488,0.0024939000000000003,0.0024999,0.0025336,0.0025681,0.0026026,0.0026371,0.0026715,0.002706,0.0027405,0.0028124,0.0028985,0.0029847,0.0032123000000000004,0.251325,0.3520525,0.405705,0.4513513,0.496495,0.5485094,0.62586,0.7681225,1.120415,1.7874788000000001,4.001795700000001
lat,0.9,uni,2:1,300,60,0,0,0,0,upd,0.0025185,0.0025608000000000002,0.002603,0.0026452,0.0026874,0.0027296,0.0027716999999999998,0.0028136,0.0028555,0.0028975,0.0029394,0.0029813,0.0030048,0.0030136,0.0030223000000000003,0.003031,0.0030396999999999998,0.0030484,0.0030572,0.0030659,0.0030746,0.0030833,0.0030921,0.0031008000000000003,0.0031095,0.0031182,0.0031269,0.0031357,0.0031444,0.0031531,0.0031618,0.0031706,0.0031793000000000004,0.003188,0.0031967,0.0032054,0.0032142,0.0032229,0.0032316,0.0032403,0.0032491,0.0032570999999999998,0.003265,0.003273,0.0032809000000000002,0.0032889,0.0032968000000000003,0.0033047,0.0033127,0.0033206,0.0033285999999999997,0.0033365,0.0033444,0.0033524,0.0033603,0.0033683000000000003,0.0033761999999999998,0.0033842,0.0033921,0.0034,0.003408,0.0034159,0.0034239,0.0034318,0.0034397,0.0034476999999999997,0.0034556,0.0034636,0.0034715,0.0034795,0.0034874,0.0034953000000000002,0.0035107,0.0035367,0.0035626,0.0035886,0.0036146,0.0036405,0.0036665,0.0036925,0.0037184,0.0037444,0.0037976999999999998,0.0038585,0.0039193000000000006,0.0039801,0.0040896,0.0042231000000000005,0.004498899999999999,0.390825,0.464412,0.50962,0.5507663,0.5933175,0.64305,0.71561,0.83101,1.07609,1.62634,3.545659
any,0.9,uni,2:1,300,60,0,0,0,0,get,0.0018714,0.0019934,0.002008,0.0020166,0.0020250999999999997,0.0020336,0.0020421,0.0020506,0.0020591,0.0020675999999999997,0.0020761,0.0020846,0.0020931,0.0021016999999999997,0.0021102,0.0021187,0.0021271999999999997,0.0021357,0.0021441999999999998,0.0021527,0.0021612,0.0021696999999999997,0.0021782,0.0021868,0.0021953000000000003,0.0022038,0.0022123000000000004,0.0022208,0.0022293,0.0022378000000000003,0.0022463,0.0022528,0.0022578000000000003,0.0022628,0.0022678000000000004,0.0022728,0.0022778000000000004,0.0022828,0.0022878,0.0022928000000000002,0.0022978,0.0023028000000000002,0.0023078,0.0023127,0.0023177,0.0023227,0.0023277,0.0023326999999999996,0.0023377,0.0023426999999999996,0.0023477,0.0023526999999999997,0.0023577,0.0023626999999999997,0.0023677,0.0023726999999999997,0.0023776,0.0023826,0.0023875999999999997,0.0023926,0.0023975999999999997,0.0024026,0.0024075999999999998,0.0024126,0.0024176,0.0024226,0.0024276,0.0024326,0.0024375,0.0024425,0.0024475,0.0024525,0.0024575,0.0024625,0.0024675,0.0024725,0.0024775,0.0024825,0.0024875,0.0024925,0.0024975,0.0025103,0.0025313,0.0025521999999999997,0.0025732,0.0025941999999999996,0.0026151,0.0026360999999999997,0.0026571,0.0026781,0.002699,0.00272,0.002741,0.0027848,0.0028458000000000003,0.0029069,0.002968,0.0030778000000000003,0.0032413000000000003,0.0042126
any,0.9,uni,2:1,300,60,0,0,0,0,upd,0.0025388000000000003,0.0025953,0.0026519,0.0027085,0.002762,0.0028071,0.0028523000000000003,0.0028974,0.0029425,0.0029877,0.0030096999999999997,0.0030231,0.0030365,0.0030499,0.0030633,0.0030767,0.00309,0.0031034,0.0031168000000000003,0.0031301999999999996,0.0031436,0.003157,0.0031704000000000003,0.0031837,0.0031971,0.0032105,0.0032239,0.0032373000000000002,0.0032504,0.0032579,0.0032655,0.003273,0.0032805,0.0032881,0.0032956,0.0033031999999999996,0.0033106999999999998,0.0033182,0.0033258000000000003,0.0033333,0.0033409,0.0033484,0.0033559,0.0033635,0.003371,0.0033785,0.0033861,0.0033936,0.0034011999999999996,0.0034086999999999998,0.0034162,0.0034238000000000003,0.0034313,0.0034389,0.0034464,0.0034539,0.0034615,0.003469,0.0034766,0.0034841,0.0034916,0.0034991999999999996,0.0035144,0.0035305,0.0035466,0.0035627,0.0035788,0.003595,0.0036111,0.0036271999999999997,0.0036433000000000004,0.0036594,0.0036756,0.0036917,0.0037078000000000002,0.0037239,0.00374,0.0037645,0.0038023,0.0038401999999999998,0.003878,0.0039159,0.0039538,0.0039916,0.0040579,0.0041323,0.0042067,0.0043272,0.004527,0.359875,0.4960708,0.5606,0.6290458000000001,0.715325,0.8452813,1.05515,1.3474937,1.758825,2.5009125,4.6307912
ev1,0.9,uni,2:1,300,60,0,0,0,0,get,0.0020008,0.0020182999999999998,0.0020357,0.0020531,0.0020705,0.0020879,0.0021054,0.0021228,0.0021401999999999997,0.0021576,0.002175,0.0021924,0.0022099,0.0022273,0.0022446999999999996,0.0022544,0.0022606999999999996,0.0022670999999999998,0.0022734,0.0022798000000000002,0.0022861,0.0022924,0.0022988,0.0023051,0.0023115,0.0023178,0.0023241,0.0023305,0.0023368,0.0023431,0.0023495,0.0023558000000000003,0.0023621999999999996,0.0023685,0.0023748000000000003,0.0023812,0.0023875,0.0023938,0.0024002,0.0024065,0.0024129,0.0024192,0.0024255,0.0024319000000000003,0.0024381999999999997,0.0024445,0.0024509,0.0024571999999999997,0.0024636,0.0024699,0.0024762,0.0024825999999999997,0.0024889,0.0024953,0.0025023000000000003,0.0025117,0.002521,0.0025304,0.0025396999999999998,0.0025491,0.0025584,0.0025678000000000003,0.0025770999999999997,0.0025865,0.0025958,0.0026052,0.0026146,0.0026239,0.0026333000000000003,0.0026425999999999997,0.002652,0.0026613,0.0026707,0.00268,0.0026894,0.0026986999999999996,0.0027080999999999997,0.0027174,0.0027268,0.0027361,0.0027455,0.0027616,0.0027841999999999997,0.0028068000000000004,0.0028294,0.0028519,0.0028745,0.0028971,0.0029197,0.0029423,0.0029649,0.0029874000000000003,0.0030269,0.0030873000000000003,0.0031478,0.0032082,0.0032928000000000002,0.0034314000000000002,0.0037014,1.3805952
ev1,0.9,uni,2:1,300,60,0,0,0,0,upd,0.0023109000000000003,0.002378,0.0024451,0.0025054,0.002535,0.0025645999999999998,0.0025943000000000003,0.0026239,0.0026535,0.0026831999999999997,0.0027128,0.0027424000000000003,0.0027816,0.002824,0.0028665,0.0029089000000000003,0.0029514000000000003,0.0029938,0.0030141,0.0030307,0.0030473,0.0030638,0.0030804,0.003097,0.0031135,0.0031301,0.0031466,0.0031631999999999997,0.0031798,0.0031963,0.0032129000000000003,0.0032295,0.003246,0.0032578000000000004,0.003268,0.0032781999999999998,0.0032884,0.0032986,0.0033088,0.003319,0.0033293000000000003,0.0033395,0.0033496999999999997,0.0033599000000000003,0.0033701,0.0033803,0.0033905,0.0034008000000000003,0.003411,0.0034211999999999997,0.0034314000000000002,0.0034416,0.0034518,0.003462,0.0034723,0.0034825,0.0034926999999999996,0.0035036,0.0035164000000000003,0.0035291999999999997,0.0035419,0.0035546999999999996,0.0035675,0.0035802,0.003593,0.0036058,0.0036185,0.0036313,0.0036441,0.0036568,0.0036696,0.0036824,0.0036950999999999998,0.0037079,0.0037207,0.0037334,0.0037462,0.0037658,0.0037883,0.0038108,0.0038331999999999997,0.0038556999999999997,0.0038781999999999996,0.0039007,0.0039232,0.0039457,0.0039682,0.0039907,0.0040249,0.0040675,0.0041101,0.0041527,0.0041953,0.004237899999999999,0.0043117,0.0043979,0.0044841,0.0046595,0.0049746999999999994,3.2620332999999997
ev1,0.5,uni,2:1,200,60,0,0,0,0,get,0.0020147999999999998,0.0020445,0.0020743000000000003,0.002104,0.0021338000000000004,0.0021635,0.0021933,0.002223,0.0022508000000000003,0.0022596,0.0022683,0.0022771,0.0022859,0.0022946,0.0023034,0.0023121,0.0023209000000000003,0.0023296999999999997,0.0023384,0.0023472,0.0023559,0.0023647,0.0023735,0.0023821999999999997,0.002391,0.0023997,0.0024085,0.0024173000000000003,0.002426,0.0024348,0.0024435999999999998,0.0024523,0.0024611,0.0024698000000000003,0.0024786,0.0024874000000000003,0.0024961,0.0025039,0.002511,0.002518,0.0025250999999999997,0.0025321,0.0025391999999999997,0.0025461999999999998,0.0025533,0.0025603,0.0025674,0.0025744,0.0025815,0.0025885,0.0025956,0.0026026,0.0026097,0.0026167,0.0026238000000000004,0.0026308,0.0026379,0.0026449,0.002652,0.002659,0.0026661,0.0026731,0.0026801999999999998,0.0026872,0.0026943,0.0027013000000000002,0.0027084,0.0027154,0.0027225,0.0027295,0.0027366,0.0027436,0.0027514,0.0027663,0.0027811,0.002796,0.0028108,0.0028257,0.0028405,0.0028554,0.0028702,0.0028851,0.0028999,0.0029148000000000004,0.0029296,0.0029445,0.0029593,0.0029741999999999998,0.002989,0.0030108,0.0030523,0.0030938000000000003,0.0031353,0.0031768,0.0032183000000000003,0.0032723,0.0033661,0.0034599,0.0036526999999999996,0.0051987
ev1,0.5,uni,2:1,200,60,0,0,0,0,upd,0.0023447,0.0024430999999999997,0.0025124,0.0025415999999999998,0.0025709,0.0026002,0.0026295,0.0026588000000000002,0.0026881,0.0027174,0.0027467,0.0027895999999999997,0.0028343,0.002879,0.0029237,0.0029685,0.0030126,0.0030554,0.0030981999999999997,0.003141,0.0031838,0.0032266,0.0032566,0.0032713,0.003286,0.0033006,0.0033153,0.0033299000000000002,0.0033446,0.0033591999999999997,0.0033739,0.0033885,0.0034032,0.0034178000000000004,0.0034325,0.0034471999999999997,0.0034618,0.0034765,0.0034911,0.0035039,0.0035137,0.0035236,0.0035334,0.0035433,0.0035531,0.003563,0.0035728,0.0035827,0.0035925,0.0036024,0.0036122,0.0036221,0.0036319,0.0036417,0.0036516,0.0036614,0.0036713,0.0036811,0.003691,0.0037008,0.0037107,0.0037205,0.0037304,0.0037402,0.0037500999999999997,0.0037644,0.0037788,0.0037930999999999998,0.0038074000000000003,0.0038217,0.003836,0.0038504,0.0038647,0.003879,0.0038933,0.0039076,0.003922,0.0039363,0.0039506,0.0039649,0.0039792,0.0039936,0.0040148,0.0040416,0.0040684,0.0040952,0.004122,0.0041488,0.0041757,0.0042025,0.0042293,0.0042623,0.0043163,0.004370300000000001,0.0044243,0.0044782,0.0045718,0.0046921,0.0048925,0.0056057
ev1,0.9,uni,2:1,100,0,0,0,0,0,get,0.0020263,0.0020636,0.0021009,0.0021381,0.0021754,0.0022126999999999997,0.0022499,0.0022594,0.0022688,0.0022781999999999998,0.0022876,0.0022971,0.0023065,0.0023159,0.0023253,0.0023347,0.0023441,0.0023535,0.002363,0.0023724,0.0023818000000000003,0.0023912,0.0024005999999999997,0.00241,0.0024194,0.0024288,0.0024383,0.0024476999999999997,0.0024571,0.0024665,0.0024759,0.0024853,0.0024947,0.0025029,0.0025095,0.002516,0.0025226,0.0025291999999999997,0.0025358000000000004,0.0025423000000000004,0.0025489,0.0025555,0.002562,0.0025686,0.0025751999999999997,0.0025816999999999997,0.0025883,0.0025949000000000002,0.0026015,0.002608,0.0026146,0.0026211999999999997,0.0026276999999999997,0.0026343,0.0026409000000000003,0.0026474000000000003,0.002654,0.0026606,0.0026671999999999998,0.0026736999999999998,0.0026803,0.0026869,0.0026934000000000003,0.0027,0.0027066,0.0027131,0.0027197,0.0027263,0.0027329,0.0027394,0.002746,0.0027555,0.0027697,0.0027839,0.002798,0.0028122,0.0028263000000000003,0.0028405,0.0028547,0.0028688000000000003,0.002883,0.0028972,0.0029113000000000003,0.0029255,0.0029396,0.0029538000000000003,0.002968,0.0029821,0.0029963000000000004,0.003029,0.0030683000000000004,0.0031075,0.0031468000000000004,0.003186,0.0032253000000000004,0.0032829,0.0033718000000000003,0.0034606999999999997,0.0036429,0.0047418
