consist,loc,pop,r_w,delay,delay_var,loss,dupl,corrupt,reorder,op,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p99_9
ev1,0.5,uni,2:1,300,0,0,0,0,0,upd,0.0023802,0.0025029,0.0025325,0.0025621999999999997,0.0025918,0.0026214000000000003,0.0026511,0.0026807,0.0027104,0.00274,0.0027781,0.0028205,0.0028629000000000003,0.0029054000000000003,0.0029478,0.0029901999999999997,0.0030518000000000003,0.0031192,0.0031865,0.003251,0.0032687,0.0032865,0.0033041999999999998,0.0033219,0.0033396,0.0033573,0.003375,0.0033927,0.0034105,0.0034281999999999997,0.0034459,0.0034636,0.0034813,0.003499,0.0035085,0.0035175,0.0035264000000000003,0.0035354,0.0035444,0.0035534,0.0035624000000000003,0.0035713000000000003,0.0035803000000000002,0.0035893,0.0035983,0.0036071999999999996,0.0036162,0.0036252,0.0036341999999999998,0.0036431999999999997,0.0036520999999999997,0.0036611,0.0036701,0.0036791,0.003688,0.003697,0.003706,0.003715,0.0037239,0.0037329,0.0037419000000000003,0.0037513000000000004,0.0037641999999999997,0.0037771,0.0037901,0.003803,0.0038159,0.0038289,0.0038418000000000002,0.0038547,0.0038676,0.0038806,0.0038935,0.0039064,0.0039194,0.0039323000000000006,0.003945199999999999,0.003958199999999999,0.0039711,0.003984,0.0039969,0.0040193,0.0040446,0.0040699,0.0040952,0.0041205,0.0041458,0.0041711000000000005,0.0041963999999999994,0.0042217,0.004247,0.004293600000000001,0.0043432,0.0043927,0.004442300000000001,0.0044918,0.004592,0.0047022,0.0048978,0.0054765
ev1,0.9,uni,2:1,0,0,0,0,0,0,get,0.0020235,0.002059,0.0020946,0.0021301,0.0021655999999999997,0.0022012,0.0022367,0.0022555,0.0022641999999999996,0.002273,0.0022817,0.0022904,0.0022992,0.0023079,0.0023166999999999997,0.0023254,0.0023342,0.0023429,0.0023515999999999997,0.0023604,0.0023691,0.0023779,0.0023866,0.0023954000000000002,0.0024040999999999997,0.0024128,0.0024216,0.0024303000000000003,0.0024391,0.0024478,0.0024565999999999998,0.0024653,0.002474,0.0024828000000000003,0.0024915,0.0025001999999999997,0.0025066,0.002513,0.0025194,0.0025259,0.0025323000000000003,0.0025386999999999996,0.0025451,0.0025515,0.0025579,0.0025644,0.0025708000000000003,0.0025772,0.0025835999999999997,0.00259,0.0025965,0.0026029,0.0026093,0.0026157,0.0026221,0.0026285,0.002635,0.0026414,0.0026478,0.0026542,0.0026606,0.002667,0.0026735,0.0026799000000000003,0.0026863,0.0026926999999999997,0.0026991,0.0027055,0.002712,0.0027184,0.0027248000000000003,0.0027312,0.0027375999999999998,0.002744,0.0027511,0.0027665,0.002782,0.0027974000000000002,0.0028128000000000003,0.0028282,0.0028436,0.002859,0.0028745,0.0028899,0.0029053,0.0029207,0.0029361,0.0029516,0.002967,0.0029824,0.0029978,0.0030394000000000003,0.0030854000000000003,0.0031313,0.0031772,0.0032232,0.0032963000000000003,0.0034078000000000003,0.0035629,0.0045913
ev1,0.9,uni,2:1,0,0,0,0,0,0,upd,0.0023963,0.0025088000000000003,0.0025382,0.0025675999999999997,0.0025970999999999998,0.0026265,0.0026559,0.0026853000000000003,0.0027147,0.0027442,0.002785,0.0028287,0.0028724,0.0029161,0.0029598000000000003,0.0030047,0.0030628,0.0031209000000000002,0.003179,0.0032370999999999997,0.0032616999999999998,0.0032767,0.0032918,0.0033068000000000004,0.0033218,0.0033369000000000003,0.0033519,0.0033669,0.003382,0.003397,0.0034121,0.0034270999999999998,0.0034421,0.0034571999999999997,0.0034722,0.0034871999999999998,0.0035013,0.0035101999999999998,0.003519,0.0035278,0.0035366,0.0035455,0.0035543000000000003,0.0035631,0.003572,0.0035808000000000003,0.0035896,0.0035984000000000003,0.0036073000000000003,0.0036160999999999997,0.0036249,0.0036338000000000004,0.0036425999999999997,0.0036514,0.0036601999999999997,0.0036691,0.0036779,0.0036867,0.0036956,0.0037044,0.0037132,0.003722,0.0037309,0.0037397,0.0037485,0.0037614000000000002,0.0037752,0.0037889,0.0038027,0.0038164,0.0038301,0.0038439,0.0038576,0.0038713000000000003,0.0038851,0.0038988,0.0039126,0.0039263,0.00394,0.0039538,0.0039675,0.0039812,0.003995,0.0040173000000000006,0.0040446,0.0040718,0.0040991000000000005,0.0041263,0.0041536,0.0041808,0.0042081,0.004235399999999999,0.0042764,0.0043333,0.0043901999999999995,0.0044472,0.004509600000000001,0.0046425,0.0048182,0.0054621
ev2,0.5,uni,2:1,0,60,0,0,0,0,get,0.0020225,0.002057,0.0020916,0.0021261,0.0021606999999999998,0.0021953000000000003,0.0022298,0.0022535999999999997,0.0022624,0.0022711,0.0022798000000000002,0.0022886,0.0022973000000000004,0.0023060999999999997,0.0023148,0.0023235,0.0023323000000000003,0.002341,0.0023496999999999997,0.0023585,0.0023672,0.0023759000000000002,0.0023847,0.0023934,0.0024021999999999997,0.0024109,0.0024196,0.0024284000000000003,0.0024370999999999998,0.0024458,0.0024546,0.0024633000000000003,0.002472,0.0024808,0.0024895,0.0024983,0.0025052,0.0025117,0.0025182,0.0025247,0.0025312,0.0025377,0.0025442,0.0025507,0.0025572,0.0025637,0.0025701,0.0025766,0.0025831,0.0025896,0.0025961,0.0026026,0.0026091,0.0026156,0.0026221,0.0026286,0.0026351,0.0026416,0.0026481,0.0026546,0.0026611,0.0026676,0.0026741,0.0026806,0.0026871,0.0026936,0.0027001,0.0027065,0.002713,0.0027195,0.002726,0.0027325,0.002739,0.0027455,0.0027546999999999997,0.00277,0.0027852,0.0028005,0.0028157,0.002831,0.0028461999999999997,0.0028615,0.0028767,0.002892,0.0029072,0.0029224,0.0029376999999999997,0.0029529,0.0029682,0.0029834,0.0029987,0.003042,0.003088,0.003134,0.00318,0.003226,0.003302,0.0034108000000000003,0.0035610999999999998,0.0046304
ev2,0.5,uni,2:1,0,60,0,0,0,0,upd,0.0027943,0.0028598,0.0029254,0.002991,0.0030276,0.0030597,0.0030916999999999997,0.0031236999999999997,0.0031558000000000003,0.0031878,0.0032198,0.0032528,0.0033012,0.0033496,0.003398,0.0034463000000000002,0.0034947,0.00353,0.0035637,0.0035975,0.0036312,0.0036649,0.0036986,0.0037323,0.0037562,0.0037693,0.0037823,0.0037953,0.0038084,0.0038214,0.0038345,0.0038475,0.0038606,0.0038736,0.0038867,0.0038997,0.0039127,0.0039258,0.0039388,0.0039519,0.0039649,0.003978,0.003991,0.0040032,0.0040136,0.004024,0.0040344000000000005,0.0040449,0.0040553,0.0040657,0.0040761,0.0040865,0.0040969,0.0041073,0.0041177,0.0041281,0.0041385,0.0041489,0.0041593,0.0041697,0.0041801,0.0041905,0.0042009,0.0042113,0.0042217,0.004232100000000001,0.0042425,0.004254399999999999,0.004269899999999999,0.0042854,0.0043009,0.0043164,0.004332,0.0043475,0.004363,0.0043785,0.004394,0.0044095,0.004425,0.0044405,0.0044561,0.0044716,0.0044871,0.0045049,0.0045343,0.0045636999999999995,0.0045931,0.0046224,0.0046518,0.0046812,0.0047106000000000006,0.00474,0.0047891,0.0048485,0.0049079,0.0049673,0.0050558999999999995,0.00518,0.0053781,0.005992600000000001
ev1,0.5,uni,2:1,100,60,0,0,0,0,get,0.0020164000000000002,0.002047,0.0020777,0.0021083,0.0021389,0.0021695,0.0022001,0.0022307,0.0022532,0.002262,0.0022708000000000003,0.0022796,0.0022883,0.0022971,0.0023059,0.0023147,0.0023234,0.0023322,0.002341,0.0023498,0.0023585,0.0023673,0.0023761,0.0023848000000000003,0.0023936,0.0024024000000000003,0.0024111999999999996,0.0024199,0.0024286999999999998,0.0024375,0.0024463,0.002455,0.0024638000000000004,0.0024725999999999997,0.0024813,0.0024901,0.0024989,0.0025061,0.0025131,0.0025201,0.0025271,0.0025341,0.0025410999999999997,0.0025480999999999998,0.0025551,0.0025621999999999997,0.0025691999999999998,0.0025762,0.0025832,0.0025902,0.0025972,0.0026041999999999997,0.0026111999999999997,0.0026181999999999998,0.0026252,0.0026322,0.0026392,0.0026462,0.0026531999999999997,0.0026601999999999997,0.0026671999999999998,0.0026742,0.0026812,0.0026882,0.0026952,0.0027021999999999997,0.0027091999999999997,0.0027161999999999998,0.0027232,0.0027302,0.0027372,0.0027442,0.0027526,0.0027671999999999996,0.0027819,0.0027965,0.0028111,0.0028258000000000003,0.0028404000000000003,0.002855,0.0028696999999999998,0.0028843000000000002,0.0028989000000000003,0.0029135999999999997,0.0029281999999999997,0.0029428,0.0029575,0.0029721,0.0029866999999999997,0.0030039,0.0030455,0.003087,0.0031286,0.0031701,0.0032116999999999996,0.0032573000000000003,0.0033515,0.0034456,0.0036246,0.0047001000000000005
ev1,0.5,uni,2:1,100,60,0,0,0,0,upd,0.0023515999999999997,0.0024557,0.0025172,0.0025471,0.002577,0.0026069,0.0026368000000000003,0.0026666999999999997,0.0026966,0.0027265,0.0027593,0.0028028000000000003,0.0028463000000000004,0.0028899,0.0029334,0.0029769,0.003021,0.0030658,0.0031105,0.0031553,0.0032001,0.0032448000000000004,0.0032631,0.003278,0.0032928000000000002,0.0033076,0.0033224,0.0033373,0.0033521,0.0033669,0.0033818000000000003,0.0033966,0.0034114,0.0034263,0.0034411,0.0034559,0.0034708,0.0034855999999999997,0.0035003,0.00351,0.0035198,0.0035295,0.0035391999999999997,0.003549,0.0035586999999999997,0.0035685,0.0035781999999999997,0.0035879,0.0035976999999999997,0.0036074,0.0036171999999999997,0.0036269,0.0036366,0.0036464,0.0036561,0.0036659,0.0036756,0.0036853000000000003,0.0036950999999999998,0.0037048000000000003,0.0037145999999999998,0.0037243000000000003,0.003734,0.0037438000000000003,0.0037551,0.0037691,0.0037832,0.0037971999999999997,0.0038113,0.0038253000000000002,0.0038394,0.0038534,0.0038675,0.0038815,0.0038956,0.0039096,0.0039237,0.0039377,0.0039518,0.0039658,0.0039799,0.0039939,0.004015,0.0040415,0.0040681,0.0040946,0.0041211,0.0041476,0.0041741999999999994,0.0042007,0.0042271999999999995,0.0042575,0.0043113000000000005,0.004365,0.0044187,0.0044724,0.004557899999999999,0.0046771,0.0048709,0.0054891
any,0.5,uni,2:1,200,60,0,0,0,0,get,0.0018869000000000002,0.0020014,0.0020093,0.0020171,0.002025,0.0020329000000000002,0.0020408,0.0020486999999999997,0.0020566,0.0020645,0.0020723,0.0020802,0.0020881,0.002096,0.0021039,0.0021118,0.0021195999999999997,0.0021275,0.0021354,0.0021433000000000003,0.0021512,0.0021590999999999997,0.002167,0.0021748,0.0021826999999999997,0.0021906,0.0021985,0.0022064000000000003,0.0022143,0.0022221,0.00223,0.0022379,0.0022458,0.0022521999999999998,0.002257,0.0022618,0.0022665,0.0022713,0.0022761,0.0022809,0.0022856,0.0022904,0.0022952,0.0022999,0.0023047,0.0023095,0.0023143,0.002319,0.0023238,0.0023286,0.0023333000000000004,0.0023381,0.0023429,0.0023477,0.0023524,0.0023572,0.002362,0.0023667,0.0023715,0.0023763,0.0023810999999999997,0.0023858,0.0023906,0.0023954000000000002,0.0024001,0.0024049,0.0024097,0.0024145,0.0024192,0.002424,0.0024288,0.0024335,0.0024383,0.0024430999999999997,0.0024479000000000002,0.0024526,0.0024574,0.0024622,0.0024669,0.0024717,0.0024765,0.0024813,0.002486,0.0024908,0.0024955999999999997,0.002502,0.0025294000000000002,0.0025568,0.0025841999999999996,0.0026115,0.0026389,0.0026663000000000004,0.0026937,0.0027210999999999997,0.0027485,0.0028265,0.0029075999999999998,0.0029887,0.0031958000000000004,0.004254600000000001
any,0.5,uni,2:1,200,60,0,0,0,0,upd,0.0025801,0.0026753000000000002,0.0027664,0.0028419,0.0029175,0.0029931,0.0030185999999999998,0.0030391,0.0030596,0.0030802,0.0031006999999999996,0.0031211999999999998,0.0031417,0.0031622,0.0031826999999999997,0.0032032,0.0032237,0.0032441999999999996,0.0032592,0.003272,0.0032848,0.0032976,0.0033104000000000002,0.0033231999999999997,0.003336,0.0033488000000000003,0.0033615999999999997,0.0033744,0.0033872,0.0034,0.0034128,0.0034256,0.0034384,0.0034511999999999998,0.003464,0.0034768000000000004,0.0034896,0.0035064000000000002,0.0035412,0.0035759,0.0036106999999999997,0.0036454,0.0036802,0.0037149,0.0037497,0.0038441,0.003939,0.0040674,0.0042654,0.196875,0.24565179999999998,0.26316670000000003,0.276476,0.2863563,0.2944688,0.30217109999999997,0.3090768,0.315075,0.321166,0.327213,0.33283409999999997,0.3384398,0.34366959999999996,0.34873909999999997,0.3539688,0.3591384,0.3645372,0.36954170000000003,0.3749976,0.379996,0.3854844,0.3909327,0.3962737,0.40175479999999997,0.40796879999999996,0.4142348,0.4209018,0.4278155,0.43461459999999996,0.4417333,0.450378,0.4594375,0.4697557,0.4805125,0.4923125,0.5067292,0.5231518,0.5417143000000001,0.5624375,0.5881875,0.6228906,0.6650833,0.7214375,0.7867083,0.8663021,0.975125,1.0904791999999999,1.2564063,1.5355625,2.2613062000000004
any,0.5,uni,2:1,100,60,0,0,0,0,get,0.0019054,0.0020037,0.0020131,0.0020226,0.002032,0.0020415,0.0020509,0.0020604,0.0020698,0.0020793,0.0020886999999999998,0.0020981,0.0021076,0.002117,0.0021265,0.0021359,0.0021454,0.0021548,0.0021642,0.0021736999999999998,0.0021831,0.0021926,0.002202,0.0022115,0.0022209,0.0022304,0.0022398,0.0022492,0.0022545,0.0022594,0.0022641999999999996,0.0022691,0.002274,0.0022789,0.0022838000000000003,0.0022886,0.0022935,0.0022984,0.0023033000000000003,0.0023082,0.002313,0.0023179,0.0023228000000000003,0.0023277,0.0023325999999999998,0.0023374,0.0023423000000000003,0.0023472,0.0023520999999999998,0.002357,0.0023618000000000003,0.0023667,0.0023715999999999997,0.0023765,0.0023814,0.0023861999999999998,0.0023910999999999997,0.002396,0.0024009,0.0024058,0.0024105999999999997,0.0024155,0.0024204,0.0024253,0.0024302,0.002435,0.0024399,0.0024448,0.0024497,0.0024546,0.0024594,0.0024643,0.0024692,0.0024741,0.002479,0.0024838,0.0024887,0.0024936,0.0024985,0.002513,0.0025318000000000003,0.0025506,0.0025695,0.0025883,0.0026070999999999998,0.0026259,0.0026448,0.0026636,0.0026824,0.0027012,0.0027201,0.0027389000000000003,0.0027724,0.0028269000000000002,0.0028813000000000003,0.0029358,0.0029903,0.0031163000000000002,0.0032705,0.0041148
any,0.5,uni,2:1,100,60,0,0,0,0,upd,0.002599,0.0027129000000000003,0.0028052,0.0028872,0.0029692,0.0030176,0.0030458,0.003074,0.0031022,0.0031304,0.0031586,0.0031868,0.003215,0.0032432,0.0032602,0.0032736999999999996,0.0032871,0.0033006,0.003314,0.0033275,0.0033409,0.0033544,0.0033679,0.0033813000000000003,0.0033948000000000003,0.0034081999999999997,0.0034216999999999997,0.0034351,0.0034486,0.0034621,0.0034755,0.003489,0.0035048,0.0035312,0.0035575999999999997,0.0035839,0.0036103000000000003,0.0036366999999999997,0.0036631,0.0036895,0.0037159000000000003,0.0037423,0.0037954,0.0038593,0.0039232,0.0039872,0.0040942,0.0042122,0.0044325,0.1009375,0.1220677,0.130566,0.13651529999999998,0.14120839999999998,0.1454155,0.14911739999999998,0.15249479999999999,0.15553989999999998,0.1583386,0.16110370000000002,0.163764,0.1662655,0.16869979999999998,0.1710388,0.17338579999999998,0.1757645,0.1781179,0.1803844,0.18267470000000002,0.1849481,0.1873496,0.1896935,0.19206479999999998,0.19444029999999998,0.1969459,0.199543,0.20225520000000002,0.2049816,0.2078085,0.2109039,0.214055,0.2173672,0.2208773,0.2245459,0.2282665,0.2324299,0.23704229999999998,0.2423428,0.24823379999999998,0.2547845,0.26278840000000003,0.2725896,0.284359,0.3003842,0.3231135,0.3562267,0.4097862,0.491395,0.6131371,0.9266823000000001
lat,0.9,uni,2:1,200,0,0,0,0,0,get,0.0020025,0.0020188,0.0020350999999999998,0.0020514,0.0020677,0.002084,0.0021003000000000003,0.0021165999999999997,0.0021329,0.0021492,0.0021655,0.0021818000000000002,0.0021980999999999997,0.0022144,0.0022307,0.002247,0.002255,0.0022611,0.0022672,0.0022733000000000002,0.0022794,0.0022855,0.0022916,0.0022976999999999997,0.0023038000000000004,0.0023099,0.002316,0.0023221,0.0023282,0.0023343,0.0023404000000000003,0.0023465,0.0023526,0.0023587,0.0023648000000000002,0.0023709,0.002377,0.0023831,0.0023891999999999997,0.0023953000000000004,0.0024014,0.0024075,0.0024136,0.0024197,0.0024258,0.0024319000000000003,0.002438,0.0024441,0.0024502,0.0024563000000000002,0.0024624,0.0024685,0.0024746,0.0024806999999999997,0.0024868000000000004,0.0024929,0.002499,0.00251,0.002522,0.0025339,0.0025459000000000002,0.0025579,0.0025698,0.0025818,0.0025937,0.0026057,0.0026176999999999997,0.0026295999999999997,0.0026416,0.0026535,0.0026655,0.0026775,0.0026894,0.0027014,0.0027133,0.0027253000000000004,0.0027373000000000002,0.0027492,0.0027817,0.0028155999999999997,0.0028495,0.0028834,0.0029173000000000003,0.0029511999999999997,0.0029851,0.0030516999999999996,0.0031438,0.0032359,0.0034393,0.2020352,0.20227910000000002,0.2023407,0.20240229999999998,0.2024639,0.20253089999999999,0.2026054,0.20268,0.2027625,0.2029654,0.2045319
lat,0.9,uni,2:1,200,0,0,0,0,0,upd,0.002576,0.0026611,0.0027462,0.0027936,0.0028393000000000003,0.002885,0.0029306,0.0029763000000000003,0.0030129,0.0030396999999999998,0.0030665,0.0030932,0.00312,0.0031468000000000004,0.0031736,0.0032004,0.0032272,0.0032514,0.0032608000000000003,0.0032703000000000003,0.0032797,0.0032891,0.0032985,0.003308,0.0033174000000000003,0.0033268,0.0033363000000000004,0.0033456999999999996,0.0033550999999999997,0.0033645999999999997,0.003374,0.0033834,0.0033929,0.0034023,0.0034116999999999997,0.0034211,0.0034306,0.00344,0.0034494,0.0034589,0.0034683,0.0034777,0.0034871999999999998,0.0034966,0.0035069000000000003,0.0035177,0.0035285,0.0035393,0.0035501,0.0035609,0.0035716,0.0035824,0.0035932,0.003604,0.0036148,0.0036256,0.0036364,0.0036471999999999997,0.003658,0.0036688000000000003,0.0036796,0.0036904,0.0037012,0.003712,0.0037227,0.0037335,0.0037443000000000003,0.0037602,0.0037818,0.0038033000000000003,0.0038249,0.0038465,0.003868,0.0038896,0.0039111,0.0039327,0.0039542,0.0039758,0.0039973000000000005,0.0040391,0.0040838,0.0041284,0.004173,0.0042177,0.0042748000000000005,0.0043647,0.0044546,0.0045961000000000005,0.0048423,0.2031469,0.2033366,0.2034406,0.203535,0.2036167,0.2036984,0.2037999,0.2039358,0.2041394,0.2045324,0.21092429999999998
ev1,0.9,uni,2:1,200,0,0,0,0,0,get,0.0020244,0.0020602,0.002096,0.0021318,0.0021675,0.0022033,0.0022391,0.0022564,0.0022655,0.0022746999999999997,0.0022839,0.002293,0.0023022,0.0023114,0.0023205,0.0023296999999999997,0.0023388000000000003,0.002348,0.0023572,0.0023663,0.0023755,0.0023845999999999997,0.0023938,0.002403,0.0024121,0.0024213000000000004,0.0024305,0.0024396,0.0024488,0.0024579000000000003,0.0024671,0.0024763000000000003,0.0024854,0.0024946,0.0025026999999999996,0.0025094,0.0025161,0.0025226999999999997,0.0025294000000000002,0.0025361,0.0025426999999999997,0.0025494000000000003,0.0025561,0.0025627,0.0025694,0.0025761,0.0025827,0.0025894,0.0025961,0.0026027,0.0026094,0.0026161,0.0026227,0.0026294,0.0026360999999999997,0.0026427,0.0026494,0.0026560999999999998,0.0026626999999999996,0.0026694,0.0026761,0.0026826999999999997,0.0026894,0.0026961,0.0027026999999999997,0.0027094000000000003,0.0027161,0.0027226999999999998,0.0027294,0.0027361,0.0027427,0.0027494,0.0027631,0.0027775,0.0027919,0.0028063000000000003,0.0028206,0.002835,0.0028494,0.0028638,0.0028782,0.0028926,0.002907,0.0029214,0.0029358,0.0029500999999999998,0.0029645,0.0029789,0.0029933000000000004,0.0030215,0.0030616,0.0031016999999999998,0.0031419,0.003182,0.0032221,0.003278,0.0033695,0.0034611,0.0036533000000000004,0.004965
ev1,0.9,uni,2:1,200,0,0,0,0,0,upd,0.0023786,0.0025022,0.0025319,0.0025616999999999997,0.0025915,0.0026211999999999997,0.002651,0.0026807,0.0027105,0.0027403,0.0027797,0.0028239000000000003,0.0028680999999999997,0.0029123,0.0029565,0.0030009,0.0030613000000000003,0.0031217,0.0031821999999999996,0.0032426,0.0032641,0.0032803000000000003,0.0032964,0.0033125,0.0033285999999999997,0.0033448,0.0033609,0.003377,0.0033931,0.0034093,0.0034254,0.0034415,0.0034576999999999997,0.0034738,0.0034899,0.0035034000000000003,0.0035126,0.0035217,0.0035309,0.0035401,0.0035491999999999998,0.0035584,0.0035675,0.0035767,0.0035859,0.003595,0.0036041999999999997,0.0036134,0.0036225,0.0036317,0.0036408,0.00365,0.0036591999999999996,0.0036683,0.0036775,0.0036866,0.0036958000000000004,0.003705,0.0037140999999999997,0.0037233,0.0037324000000000003,0.0037416,0.0037511,0.0037646,0.0037782,0.0037917,0.0038052,0.0038187,0.0038322,0.0038456999999999996,0.0038593,0.0038728,0.0038863,0.0038998,0.0039133,0.0039268,0.0039404,0.0039539,0.0039674,0.0039809,0.0039944,0.0040151,0.0040409,0.0040666,0.0040924,0.0041181,0.0041439,0.004169600000000001,0.0041953,0.0042211,0.0042468,0.0042942,0.0043445,0.0043948,0.0044452,0.0044955,0.0046003,0.0047105,0.0049145,0.005586600000000001
ev2,0.9,uni,2:1,200,0,0,0,0,0,get,0.0018992,0.002003,0.0020123,0.0020215999999999997,0.0020309,0.0020403,0.0020496,0.0020589000000000002,0.0020681999999999996,0.0020775,0.0020868,0.0020961,0.0021054,0.0021146999999999997,0.002124,0.0021333000000000003,0.0021425999999999997,0.0021519,0.0021612,0.0021706,0.0021799000000000002,0.0021891999999999997,0.0021985,0.0022078,0.0022171,0.0022264,0.0022356999999999998,0.002245,0.0022524,0.0022575,0.0022626,0.0022676999999999997,0.0022728,0.0022779000000000002,0.002283,0.0022881,0.0022932,0.0022983,0.0023035,0.0023086,0.0023136999999999997,0.0023188,0.0023239000000000003,0.002329,0.0023341,0.0023391999999999996,0.0023443,0.0023494,0.0023545,0.0023596,0.0023648000000000002,0.0023699000000000003,0.002375,0.0023801,0.0023851999999999996,0.0023903,0.0023954000000000002,0.0024005,0.0024056,0.0024107,0.0024158,0.0024209,0.0024261,0.0024311999999999997,0.0024363,0.0024414000000000003,0.0024465,0.0024516,0.0024567,0.0024618,0.0024669,0.002472,0.0024771,0.0024822,0.0024874000000000003,0.0024925,0.0024976,0.0025091,0.0025264000000000003,0.0025437,0.002561,0.0025783000000000004,0.0025956,0.0026129,0.0026303000000000003,0.0026476,0.0026649,0.0026821999999999996,0.0026995,0.0027168,0.0027340999999999997,0.0027540999999999998,0.0028041999999999997,0.0028543,0.0029044,0.0029544000000000003,0.0030119,0.0031447,0.0033181,0.0041891
ev2,0.9,uni,2:1,200,0,0,0,0,0,upd,0.0025986,0.0027037,0.0027756,0.0028213,0.002867,0.0029127,0.0029584,0.0030055,0.003066,0.0031265999999999998,0.0031871,0.0032476999999999996,0.0032718,0.0032945,0.0033173,0.00334,0.0033626999999999997,0.0033854,0.0034081,0.0034308000000000003,0.0034535,0.0034761999999999996,0.0034989,0.0035188000000000003,0.0035386,0.0035583000000000004,0.0035781,0.0035979000000000002,0.0036176,0.0036374000000000003,0.0036571,0.0036769000000000003,0.0036966,0.0037164,0.0037361,0.0037609,0.0037975,0.003834,0.0038705,0.0039071,0.0039436,0.0039801,0.0040311,0.0040992,0.0041674,0.0042356,0.0043541000000000005,0.0044862,0.0047728,0.2025689,0.20276539999999998,0.2028536,0.20294189999999998,0.20303870000000002,0.20315239999999998,0.2032537,0.2032796,0.2033055,0.2033315,0.2033574,0.2033833,0.2034093,0.2034352,0.2034611,0.2034871,0.2035081,0.2035243,0.2035405,0.2035567,0.2035728,0.203589,0.20360520000000001,0.2036214,0.2036376,0.20365370000000002,0.2036699,0.2036861,0.20370229999999998,0.2037185,0.20373460000000002,0.2037514,0.203778,0.2038046,0.2038313,0.20385789999999998,0.2038845,0.20391120000000001,0.20393779999999997,0.2039644,0.2039911,0.2040342,0.2040857,0.20413720000000002,0.2041887,0.2042402,0.2043395,0.2044502,0.20462229999999998,0.2049436,0.3966387
ev2,0.5,uni,2:1,100,0,0,0,0,0,get,0.001958,0.0020109,0.0020244,0.002038,0.0020515999999999998,0.0020651999999999997,0.0020788,0.0020924,0.002106,0.0021195999999999997,0.0021332,0.0021468000000000004,0.0021604000000000003,0.002174,0.0021876,0.0022012,0.0022148000000000003,0.0022284,0.002242,0.0022524,0.0022581,0.0022639,0.0022697,0.0022755,0.0022813,0.002287,0.0022928000000000002,0.0022986,0.0023044000000000003,0.0023101999999999997,0.0023159,0.0023217,0.0023275,0.0023333000000000004,0.0023390999999999998,0.0023448,0.0023506,0.0023564000000000002,0.0023621999999999996,0.002368,0.0023737,0.0023795,0.0023853000000000004,0.0023910999999999997,0.0023969,0.0024026,0.0024084,0.0024142,0.00242,0.0024258,0.0024315,0.0024373000000000003,0.0024430999999999997,0.0024489,0.0024546999999999998,0.0024604,0.0024662,0.002472,0.0024778,0.0024836,0.0024893000000000003,0.0024951,0.0025016,0.0025119,0.0025221999999999996,0.0025325,0.0025428,0.0025531,0.0025635,0.0025738000000000002,0.0025840999999999998,0.0025944,0.0026046999999999997,0.002615,0.0026253,0.0026356,0.0026459,0.0026563000000000003,0.0026666,0.0026769000000000003,0.0026872,0.0026975,0.0027078000000000002,0.0027180999999999998,0.0027284,0.0027388,0.0027491,0.0027783,0.0028095,0.0028406,0.0028718000000000003,0.0029029,0.0029341,0.0029653,0.0029964,0.0030763,0.0031625,0.0032488,0.003445,0.0041737
ev2,0.5,uni,2:1,100,0,0,0,0,0,upd,0.0026898,0.0027887,0.0028447,0.0029007,0.0029565999999999998,0.0030131,0.003071,0.0031289,0.0031868,0.0032448000000000004,0.0032874000000000002,0.0033285,0.0033695,0.0034105999999999997,0.0034517,0.0034928000000000003,0.0035186999999999996,0.0035414,0.0035640999999999997,0.0035867,0.0036094,0.0036321,0.0036548,0.0036774,0.0037001,0.0037228,0.0037454000000000003,0.0037698000000000002,0.0037946,0.0038194,0.0038442,0.003869,0.0038938,0.0039185999999999995,0.0039434,0.0039682,0.003993,0.0040282,0.0040676,0.004107,0.0041464,0.0041858,0.0042252,0.004277899999999999,0.0043531,0.0044283000000000005,0.0045068999999999994,0.004653,0.004861600000000001,0.10235230000000001,0.1027918,0.1028977,0.1030038,0.1031159,0.103228,0.1032965,0.1033544,0.1034122,0.10347010000000001,0.1035112,0.10353430000000001,0.1035575,0.10358060000000001,0.10360380000000001,0.1036269,0.10365010000000001,0.1036732,0.1036964,0.1037195,0.1037426,0.10376339999999999,0.103783,0.10380260000000001,0.1038223,0.1038419,0.1038615,0.1038811,0.1039008,0.1039204,0.10394,0.1039597,0.1039793,0.10399889999999999,0.10402860000000001,0.1040588,0.104089,0.1041193,0.1041495,0.1041797,0.10421,0.10424019999999999,0.10428889999999999,0.1043465,0.1044041,0.10446169999999999,0.10453760000000001,0.10464989999999999,0.10477489999999999,0.1050147,0.1068678
